1,-1,1481,417,67.7,172.7,1
1,-1,467,423,73,191.5,1
1,-1,676,418,75.8,189.4,0.999
1,-1,1114,414,31.2,87.4,0.999
1,-1,1369,405,70.4,226.4,0.999
1,-1,1170,414,39.2,105.1,0.999
1,-1,546,439,62.1,176.5,0.999
1,-1,587,420,59.2,184.6,0.998
1,-1,1223,408,43.4,125.6,0.997
1,-1,723,411,59,194.2,0.995
1,-1,1194,413,32.7,103.9,0.985
1,-1,808,435,19.4,55.3,0.983
1,-1,402,432,24.7,65.6,0.974
1,-1,857,430,23.9,70.7,0.963
1,-1,637,421,50.7,136.6,0.957
1,-1,829,430,20.8,58,0.946
1,-1,842,427,25.5,67.9,0.934
1,-1,781,424,22.4,64.9,0.9
1,-1,963,399,45.6,130.8,0.737
1,-1,819,436,21.5,59.2,0.449
2,-1,671,416,63.8,199.8,1
2,-1,1471,413,67,175.2,1
2,-1,1363,396,71.6,230,1
2,-1,465,429,66.3,183,1
2,-1,720,414,62.7,187.3,0.999
2,-1,1213,405,46.2,119.2,0.999
2,-1,1105,417,32.9,86.5,0.996
2,-1,1167,416,40.3,107,0.996
2,-1,545,428,58.1,184.9,0.996
2,-1,582,421,61.4,184.3,0.995
2,-1,396,431,27.3,65.8,0.981
2,-1,851,432,23.4,70,0.98
2,-1,820,435,20.8,53.9,0.969
2,-1,627,426,53.5,146.9,0.968
2,-1,798,428,22.1,60.8,0.96
2,-1,836,428,21.5,70.4,0.932
2,-1,772,423,22.3,65,0.891
2,-1,1196,417,33,101.6,0.673
2,-1,1010,366,49.5,119.8,0.594
2,-1,952,401,46.3,127.9,0.416
3,-1,452,422,72.8,191.6,1
3,-1,1462,410,70.5,188.7,1
3,-1,1360,397,75.5,213.5,1
3,-1,575,420,61.8,186.8,0.999
3,-1,661,410,74,195.2,0.999
3,-1,539,431,60.7,172.5,0.999
3,-1,1154,422,40.6,105.2,0.997
3,-1,1203,409,47.6,121.2,0.996
3,-1,632,428,52.6,131.6,0.996
3,-1,714,416,55.8,178.4,0.995
3,-1,1100,419,31.3,83.7,0.991
3,-1,381,427,30.5,71.5,0.983
3,-1,792,433,20.4,55.2,0.972
3,-1,1180,419,32.6,94.6,0.972
3,-1,844,430,23.2,68.9,0.963
3,-1,825,429,24.1,66.5,0.958
3,-1,766,426,22.2,63.3,0.922
3,-1,812,431,20.4,56.4,0.914
3,-1,852,430,26.5,77.6,0.646
3,-1,949,395,47.5,131.5,0.401
4,-1,1459,418,71.2,182.2,1
4,-1,1352,391,76.1,230.8,1
4,-1,446,425,68.7,190.6,1
4,-1,651,417,81.7,193.8,1
4,-1,1207,410,42.4,119.2,0.997
4,-1,524,425,61.8,175.9,0.996
4,-1,1094,416,32.1,83.2,0.996
4,-1,567,423,57.6,177.1,0.995
4,-1,1149,422,40.1,103.4,0.994
4,-1,375,429,28.7,71,0.991
4,-1,756,426,24.3,64.5,0.987
4,-1,622,427,50.4,129.4,0.985
4,-1,789,428,22.7,61.1,0.97
4,-1,841,435,17.9,62.9,0.961
4,-1,821,423,22.6,71.9,0.941
4,-1,1181,418,34.6,106.7,0.907
4,-1,703,416,65.2,181.6,0.893
4,-1,805,433,23,63,0.89
5,-1,1448,415,69.9,189,1
5,-1,1141,426,38.3,103.2,1
5,-1,1348,401,86,230.8,1
5,-1,430,426,76.9,188.8,1
5,-1,637,415,82.9,196.5,0.999
5,-1,1194,416,44.5,114.6,0.999
5,-1,515,432,65.4,169.8,0.999
5,-1,560,427,58.9,173,0.996
5,-1,1087,420,33.4,83.6,0.995
5,-1,777,437,20.4,56.7,0.991
5,-1,1166,422,31.3,96.8,0.982
5,-1,816,432,22,62.8,0.962
5,-1,827,435,20.9,64.3,0.95
5,-1,610,428,50.6,127,0.944
5,-1,361,431,29.9,77.3,0.94
5,-1,803,441,19.7,56,0.938
5,-1,744,438,23.6,62.6,0.901
5,-1,834,432,25.5,76.3,0.842
5,-1,791,437,16.5,51.7,0.628
5,-1,764,438,18.3,53.4,0.549
5,-1,931,408,49.2,119.9,0.423
6,-1,1350,386,83.9,260.3,1
6,-1,1445,423,63.7,167.9,1
6,-1,434,426,72.4,184.9,1
6,-1,647,421,82.6,207.9,0.999
6,-1,1187,413,45.3,116.5,0.999
6,-1,1137,430,40.9,103.2,0.998
6,-1,609,433,52.5,122.9,0.998
6,-1,515,437,62.5,170.2,0.993
6,-1,546,420,76.5,192.7,0.991
6,-1,745,434,22,56.4,0.989
6,-1,1086,421,34.2,89.5,0.988
6,-1,1162,425,31.2,99.5,0.982
6,-1,360,438,27,67.2,0.979
6,-1,775,437,21.9,56.1,0.966
6,-1,797,437,22.8,61.7,0.959
6,-1,831,433,20.2,66.8,0.947
6,-1,814,440,20.7,54.7,0.94
6,-1,925,412,43.4,117.3,0.454
6,-1,838,436,25.4,72.1,0.403
7,-1,1430,419,79.3,198,1
7,-1,425,434,77.2,184.3,1
7,-1,1354,408,71.7,231.1,0.999
7,-1,1141,421,42.2,118.3,0.998
7,-1,1190,414,41.6,122.4,0.998
7,-1,644,423,85,190.6,0.998
7,-1,548,426,63.6,175,0.995
7,-1,504,441,62.3,176.4,0.994
7,-1,1082,422,32.4,89.2,0.991
7,-1,773,443,21,54,0.971
7,-1,823,442,20.8,55.3,0.936
7,-1,795,438,21.9,62.8,0.93
7,-1,833,436,26.1,71.3,0.91
7,-1,806,435,22.5,68.4,0.909
7,-1,740,439,23.6,57.9,0.898
7,-1,355,433,29.6,75.2,0.86
7,-1,606,425,55.9,133.6,0.822
7,-1,369,432,31.7,82.9,0.617
7,-1,1159,421,53.1,120.9,0.609
7,-1,391,420,33.6,90.7,0.433
7,-1,270,431,29.4,74.1,0.401
8,-1,1421,423,80.4,185.2,1
8,-1,1351,406,83.7,232.2,1
8,-1,1130,429,39.4,105.2,1
8,-1,423,427,80.7,184.3,1
8,-1,632,427,83.4,202.7,0.998
8,-1,1077,430,30.9,80.8,0.998
8,-1,1176,418,50.7,120.4,0.997
8,-1,507,443,58.4,163.4,0.996
8,-1,601,439,53.2,129,0.996
8,-1,772,444,22.3,58.5,0.99
8,-1,345,435,28.7,69.9,0.987
8,-1,544,438,72.5,178.2,0.987
8,-1,820,438,22.7,70.3,0.982
8,-1,790,443,19.6,55.1,0.98
8,-1,738,442,22.3,59.4,0.973
8,-1,1158,422,34.3,110.2,0.939
8,-1,807,439,22.9,67.4,0.906
8,-1,360,440,28,71.7,0.851
8,-1,718,444,21,55.8,0.662
8,-1,1564,439,39.2,108.4,0.56
9,-1,421,440,73.1,173,1
9,-1,1422,426,78.4,182.4,1
9,-1,1360,390,75.4,264.1,1
9,-1,1129,433,41.5,106.6,1
9,-1,626,419,88.6,203.8,0.998
9,-1,497,436,69,172.2,0.997
9,-1,1083,427,31.1,81.6,0.997
9,-1,549,431,58.7,174.8,0.997
9,-1,1185,424,45.5,111.2,0.996
9,-1,770,448,20.2,55.4,0.991
9,-1,348,434,30.5,70.2,0.98
9,-1,819,442,20.3,64.9,0.977
9,-1,792,442,20.5,58.8,0.976
9,-1,739,443,21.3,57.8,0.97
9,-1,1156,420,44.5,108.7,0.951
9,-1,808,440,20.5,62,0.905
9,-1,835,439,21.8,69.5,0.757
9,-1,923,405,44.8,125.7,0.692
9,-1,595,429,50.2,144.7,0.682
10,-1,418,431,80.6,187.8,1
10,-1,627,431,80.1,197.6,0.999
10,-1,1363,396,81.3,247.4,0.999
10,-1,1423,423,70.6,189,0.999
10,-1,1126,432,37,104.4,0.999
10,-1,1076,425,32.1,84.1,0.998
10,-1,1182,418,46.5,119.5,0.997
10,-1,539,436,64.3,177.2,0.994
10,-1,734,441,22.1,60.4,0.991
10,-1,496,441,68.9,177.2,0.99
10,-1,344,436,24.5,63.5,0.981
10,-1,767,442,23.1,61.4,0.981
10,-1,790,440,20.7,60.5,0.98
10,-1,824,444,21.2,66,0.98
10,-1,1154,427,31,106.1,0.975
10,-1,799,437,25.2,69.4,0.951
10,-1,710,448,19,50.8,0.941
10,-1,359,440,24.5,64.3,0.881
10,-1,599,433,46.6,135.5,0.85
11,-1,415,443,77.2,176.5,1
11,-1,614,421,96.5,206.4,1
11,-1,1360,395,73.7,242.4,1
11,-1,1124,429,39.4,107.2,0.998
11,-1,1078,428,33.2,83.6,0.997
11,-1,1173,419,50.1,124.1,0.996
11,-1,544,436,60.1,182.1,0.993
11,-1,768,442,22,56.8,0.993
11,-1,492,447,63.5,163.8,0.992
11,-1,1423,432,69.3,172.2,0.991
11,-1,335,437,28.7,65.8,0.99
11,-1,786,439,20.8,59.7,0.988
11,-1,734,443,21.9,59.7,0.986
11,-1,706,444,22,55.8,0.97
11,-1,800,442,19.9,59.7,0.965
11,-1,1155,430,30.7,105,0.952
11,-1,814,444,24.1,71.5,0.939
11,-1,826,435,25.8,74,0.707
11,-1,1558,430,47.5,118.2,0.498
12,-1,613,422,91.7,202.6,1
12,-1,411,427,81.3,190,1
12,-1,1366,401,80.6,253.9,0.999
12,-1,490,445,60,164.6,0.998
12,-1,1415,421,76.3,191.7,0.998
12,-1,336,435,27.9,72.8,0.996
12,-1,544,430,58.5,185.1,0.995
12,-1,1182,421,47.8,118.2,0.995
12,-1,1079,426,33.6,88.6,0.994
12,-1,1127,427,38.9,104.7,0.989
12,-1,785,438,21.6,62.9,0.988
12,-1,765,439,23.7,62,0.986
